strain,seqid,source,type,start,end,length,strand,score,phase,gene_id,name,product,locus_tag,gene_biotype,attributes
CDC1551,NC_002755.2,Protein Homology,CDS,31805,31948,144,-,,0,cds-WP_003400408.1,WP_003400408.1,hypothetical protein,MT_RS22440,protein_coding,ID=cds-WP_003400408.1;Parent=gene-MT_RS22440;Dbxref=GenBank:WP_003400408.1;Name=WP_003400408.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003400408.1;locus_tag=MT_RS22440;product=hypothetical protein;protein_id=WP_003400408.1;transl_table=11
CDC1551,NC_002755.2,Protein Homology,CDS,32038,33098,1061,+,,0,cds-MT_RS20620,,DUF5631 domain-containing protein,MT_RS20620,protein_coding,ID=cds-MT_RS20620;Parent=gene-MT_RS20620;Note=frameshifted;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214543.1;locus_tag=MT_RS20620;product=DUF5631 domain-containing protein;pseudo=true;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,33168,33497,330,+,,,gene-MT_RS00170,MT_RS00170,,MT_RS00170,protein_coding,ID=gene-MT_RS00170;Name=MT_RS00170;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00170;old_locus_tag=MT0034
CDC1551,NC_002755.2,Protein Homology,CDS,33168,33497,330,+,,0,cds-WP_003400413.1,WP_003400413.1,DUF2710 domain-containing protein,MT_RS00170,protein_coding,ID=cds-WP_003400413.1;Parent=gene-MT_RS00170;Dbxref=GenBank:WP_003400413.1;Name=WP_003400413.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214544.1;locus_tag=MT_RS00170;product=DUF2710 domain-containing protein;protein_id=WP_003400413.1;transl_table=11
CDC1551,NC_002755.2,Protein Homology,CDS,33511,33636,126,+,,0,cds-MT_RS23530,,hypothetical protein,MT_RS23530,protein_coding,"ID=cds-MT_RS23530;Parent=gene-MT_RS23530;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus and C-terminus;end_range=33636,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015630641.1;locus_tag=MT_RS23530;partial=true;product=hypothetical protein;pseudo=true;start_range=.,33511;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,34239,36554,2316,+,,,gene-MT_RS00180,MT_RS00180,,MT_RS00180,protein_coding,ID=gene-MT_RS00180;Name=MT_RS00180;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00180;old_locus_tag=MT0037
CDC1551,NC_002755.2,Protein Homology,CDS,34239,36554,2316,+,,0,cds-WP_003905217.1,WP_003905217.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,MT_RS00180,protein_coding,"ID=cds-WP_003905217.1;Parent=gene-MT_RS00180;Dbxref=GenBank:WP_003905217.1;Name=WP_003905217.1;Ontology_term=GO:0009058,GO:0030170;gbkey=CDS;go_function=pyridoxal phosphate binding|0030170||IEA;go_process=biosynthetic process|0009058||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214546.1;locus_tag=MT_RS00180;product=aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme;protein_id=WP_003905217.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,36551,36814,264,+,,,gene-MT_RS00185,acpA,,MT_RS00185,protein_coding,ID=gene-MT_RS00185;Name=acpA;gbkey=Gene;gene=acpA;gene_biotype=protein_coding;locus_tag=MT_RS00185;old_locus_tag=MT0038
CDC1551,NC_002755.2,Protein Homology,CDS,36551,36814,264,+,,0,cds-WP_003400418.1,WP_003400418.1,acyl carrier protein,MT_RS00185,protein_coding,"ID=cds-WP_003400418.1;Parent=gene-MT_RS00185;Dbxref=GenBank:WP_003400418.1;Name=WP_003400418.1;Ontology_term=GO:0006633,GO:0009245,GO:0000035,GO:0000036;gbkey=CDS;gene=acpA;go_function=acyl binding|0000035||IEA,acyl carrier activity|0000036||IEA;go_process=fatty acid biosynthetic process|0006633||IEA,lipid A biosynthetic process|0009245||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214547.1;locus_tag=MT_RS00185;product=acyl carrier protein;protein_id=WP_003400418.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,36811,37206,396,+,,,gene-MT_RS00190,MT_RS00190,,MT_RS00190,protein_coding,ID=gene-MT_RS00190;Name=MT_RS00190;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00190;old_locus_tag=MT0039
CDC1551,NC_002755.2,Protein Homology,CDS,36811,37206,396,+,,0,cds-WP_003400421.1,WP_003400421.1,nuclear transport factor 2 family protein,MT_RS00190,protein_coding,ID=cds-WP_003400421.1;Parent=gene-MT_RS00190;Dbxref=GenBank:WP_003400421.1;Name=WP_003400421.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214548.1;locus_tag=MT_RS00190;product=nuclear transport factor 2 family protein;protein_id=WP_003400421.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,37203,38891,1689,+,,,gene-MT_RS00195,fadD34,,MT_RS00195,protein_coding,ID=gene-MT_RS00195;Name=fadD34;gbkey=Gene;gene=fadD34;gene_biotype=protein_coding;locus_tag=MT_RS00195;old_locus_tag=MT0040
CDC1551,NC_002755.2,Protein Homology,CDS,37203,38891,1689,+,,0,cds-WP_003400425.1,WP_003400425.1,fatty acyl-AMP ligase FadD34,MT_RS00195,protein_coding,ID=cds-WP_003400425.1;Parent=gene-MT_RS00195;Dbxref=GenBank:WP_003400425.1;Name=WP_003400425.1;gbkey=CDS;gene=fadD34;inference=COORDINATES: similar to AA sequence:RefSeq:YP_177686.1;locus_tag=MT_RS00195;product=fatty acyl-AMP ligase FadD34;protein_id=WP_003400425.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,39000,39773,774,-,,,gene-MT_RS00200,MT_RS00200,,MT_RS00200,protein_coding,ID=gene-MT_RS00200;Name=MT_RS00200;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00200;old_locus_tag=MT0041
CDC1551,NC_002755.2,Protein Homology,CDS,39000,39773,774,-,,0,cds-WP_003400427.1,WP_003400427.1,TIGR03084 family metal-binding protein,MT_RS00200,protein_coding,ID=cds-WP_003400427.1;Parent=gene-MT_RS00200;Dbxref=GenBank:WP_003400427.1;Name=WP_003400427.1;Ontology_term=GO:0046872;gbkey=CDS;go_function=metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214550.1;locus_tag=MT_RS00200;product=TIGR03084 family metal-binding protein;protein_id=WP_003400427.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,39821,41146,1326,-,,,gene-MT_RS00205,MT_RS00205,,MT_RS00205,protein_coding,ID=gene-MT_RS00205;Name=MT_RS00205;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00205;old_locus_tag=MT0042
CDC1551,NC_002755.2,Protein Homology,CDS,39821,41146,1326,-,,0,cds-WP_078440990.1,WP_078440990.1,MFS transporter,MT_RS00205,protein_coding,"ID=cds-WP_078440990.1;Parent=gene-MT_RS00205;Dbxref=GenBank:WP_078440990.1;Name=WP_078440990.1;Ontology_term=GO:0055085,GO:0022857;gbkey=CDS;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214551.1;locus_tag=MT_RS00205;product=MFS transporter;protein_id=WP_078440990.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,41248,41856,609,+,,,gene-MT_RS00210,MT_RS00210,,MT_RS00210,protein_coding,ID=gene-MT_RS00210;Name=MT_RS00210;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00210;old_locus_tag=MT0043
CDC1551,NC_002755.2,Protein Homology,CDS,41248,41856,609,+,,0,cds-WP_003400460.1,WP_003400460.1,YqgE/AlgH family protein,MT_RS00210,protein_coding,ID=cds-WP_003400460.1;Parent=gene-MT_RS00210;Dbxref=GenBank:WP_003400460.1;Name=WP_003400460.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214552.1;locus_tag=MT_RS00210;product=YqgE/AlgH family protein;protein_id=WP_003400460.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,41948,42295,348,-,,,gene-MT_RS00215,MT_RS00215,,MT_RS00215,protein_coding,ID=gene-MT_RS00215;Name=MT_RS00215;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00215;old_locus_tag=MT0044
CDC1551,NC_002755.2,Protein Homology,CDS,41948,42295,348,-,,0,cds-WP_003907179.1,WP_003907179.1,hypothetical protein,MT_RS00215,protein_coding,ID=cds-WP_003907179.1;Parent=gene-MT_RS00215;Dbxref=GenBank:WP_003907179.1;Name=WP_003907179.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214553.1;locus_tag=MT_RS00215;product=hypothetical protein;protein_id=WP_003907179.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,42377,43309,933,-,,,gene-MT_RS00220,MT_RS00220,,MT_RS00220,protein_coding,ID=gene-MT_RS00220;Name=MT_RS00220;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00220;old_locus_tag=MT0046
CDC1551,NC_002755.2,Protein Homology,CDS,42377,43309,933,-,,0,cds-WP_003900793.1,WP_003900793.1,LpqN/LpqT family lipoprotein,MT_RS00220,protein_coding,ID=cds-WP_003900793.1;Parent=gene-MT_RS00220;Dbxref=GenBank:WP_003900793.1;Name=WP_003900793.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214554.2;locus_tag=MT_RS00220;product=LpqN/LpqT family lipoprotein;protein_id=WP_003900793.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,43506,46415,2910,+,,,gene-MT_RS00225,leuS,,MT_RS00225,protein_coding,ID=gene-MT_RS00225;Name=leuS;gbkey=Gene;gene=leuS;gene_biotype=protein_coding;locus_tag=MT_RS00225;old_locus_tag=MT0047
CDC1551,NC_002755.2,Protein Homology,CDS,43506,46415,2910,+,,0,cds-WP_003900794.1,WP_003900794.1,leucine--tRNA ligase,MT_RS00225,protein_coding,"ID=cds-WP_003900794.1;Parent=gene-MT_RS00225;Dbxref=GenBank:WP_003900794.1;Name=WP_003900794.1;Ontology_term=GO:0006429,GO:0000166,GO:0004823,GO:0005524;gbkey=CDS;gene=leuS;go_function=nucleotide binding|0000166||IEA,leucine-tRNA ligase activity|0004823||IEA,ATP binding|0005524||IEA;go_process=leucyl-tRNA aminoacylation|0006429||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214555.1;locus_tag=MT_RS00225;product=leucine--tRNA ligase;protein_id=WP_003900794.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,46525,47028,504,-,,,gene-MT_RS00230,MT_RS00230,,MT_RS00230,protein_coding,ID=gene-MT_RS00230;Name=MT_RS00230;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00230;old_locus_tag=MT0048
CDC1551,NC_002755.2,Protein Homology,CDS,46525,47028,504,-,,0,cds-WP_003912416.1,WP_003912416.1,MarR family winged helix-turn-helix transcriptional regulator,MT_RS00230,protein_coding,"ID=cds-WP_003912416.1;Parent=gene-MT_RS00230;Dbxref=GenBank:WP_003912416.1;Name=WP_003912416.1;Ontology_term=GO:0006355,GO:0003700;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007771688.1;locus_tag=MT_RS00230;product=MarR family winged helix-turn-helix transcriptional regulator;protein_id=WP_003912416.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,47310,48044,735,-,,,gene-MT_RS00235,MT_RS00235,,MT_RS00235,protein_coding,ID=gene-MT_RS00235;Name=MT_RS00235;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00235;old_locus_tag=MT0049
CDC1551,NC_002755.2,Protein Homology,CDS,47310,48044,735,-,,0,cds-WP_003899786.1,WP_003899786.1,GntR family transcriptional regulator,MT_RS00235,protein_coding,"ID=cds-WP_003899786.1;Parent=gene-MT_RS00235;Dbxref=GenBank:WP_003899786.1;Name=WP_003899786.1;Ontology_term=GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214557.1;locus_tag=MT_RS00235;product=GntR family transcriptional regulator;protein_id=WP_003899786.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,48177,48971,795,-,,,gene-MT_RS00240,MT_RS00240,,MT_RS00240,protein_coding,ID=gene-MT_RS00240;Name=MT_RS00240;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00240;old_locus_tag=MT0050
CDC1551,NC_002755.2,Protein Homology,CDS,48177,48971,795,-,,0,cds-WP_003400486.1,WP_003400486.1,LLM class F420-dependent oxidoreductase,MT_RS00240,protein_coding,"ID=cds-WP_003400486.1;Parent=gene-MT_RS00240;Dbxref=GenBank:WP_003400486.1;Name=WP_003400486.1;Ontology_term=GO:0016491,GO:0070967;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,coenzyme F420 binding|0070967||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214558.1;locus_tag=MT_RS00240;product=LLM class F420-dependent oxidoreductase;protein_id=WP_003400486.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,48987,49883,897,-,,,gene-MT_RS00245,MT_RS00245,,MT_RS00245,protein_coding,ID=gene-MT_RS00245;Name=MT_RS00245;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00245;old_locus_tag=MT0051
CDC1551,NC_002755.2,Protein Homology,CDS,48987,49883,897,-,,0,cds-WP_003400489.1,WP_003400489.1,alpha/beta fold hydrolase,MT_RS00245,protein_coding,ID=cds-WP_003400489.1;Parent=gene-MT_RS00245;Dbxref=GenBank:WP_003400489.1;Name=WP_003400489.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214559.1;locus_tag=MT_RS00245;product=alpha/beta fold hydrolase;protein_id=WP_003400489.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,49965,51068,1104,-,,,gene-MT_RS00250,MT_RS00250,,MT_RS00250,protein_coding,ID=gene-MT_RS00250;Name=MT_RS00250;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00250;old_locus_tag=MT0052
CDC1551,NC_002755.2,Protein Homology,CDS,49965,51068,1104,-,,0,cds-WP_003400492.1,WP_003400492.1,inositol-3-phosphate synthase,MT_RS00250,protein_coding,"ID=cds-WP_003400492.1;Parent=gene-MT_RS00250;Dbxref=GenBank:WP_003400492.1;Name=WP_003400492.1;Ontology_term=GO:0006021,GO:0008654,GO:0004512;gbkey=CDS;go_function=inositol-3-phosphate synthase activity|0004512||IEA;go_process=inositol biosynthetic process|0006021||IEA,phospholipid biosynthetic process|0008654||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214560.1;locus_tag=MT_RS00250;product=inositol-3-phosphate synthase;protein_id=WP_003400492.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,51129,51671,543,-,,,gene-MT_RS00255,MT_RS00255,,MT_RS00255,protein_coding,ID=gene-MT_RS00255;Name=MT_RS00255;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00255;old_locus_tag=MT0053
CDC1551,NC_002755.2,Protein Homology,CDS,51129,51671,543,-,,0,cds-WP_003917869.1,WP_003917869.1,PadR family transcriptional regulator,MT_RS00255,protein_coding,"ID=cds-WP_003917869.1;Parent=gene-MT_RS00255;Dbxref=GenBank:WP_003917869.1;Name=WP_003917869.1;Ontology_term=GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214561.1;locus_tag=MT_RS00255;product=PadR family transcriptional regulator;protein_id=WP_003917869.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,51772,52641,870,-,,,gene-MT_RS00260,MT_RS00260,,MT_RS00260,protein_coding,ID=gene-MT_RS00260;Name=MT_RS00260;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00260;old_locus_tag=MT0054
CDC1551,NC_002755.2,Protein Homology,CDS,51772,52641,870,-,,0,cds-WP_003900795.1,WP_003900795.1,DUF1707 SHOCT-like domain-containing protein,MT_RS00260,protein_coding,ID=cds-WP_003900795.1;Parent=gene-MT_RS00260;Dbxref=GenBank:WP_003900795.1;Name=WP_003900795.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214562.1;locus_tag=MT_RS00260;product=DUF1707 SHOCT-like domain-containing protein;protein_id=WP_003900795.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,52754,53188,435,+,,,gene-MT_RS00265,MT_RS00265,,MT_RS00265,protein_coding,ID=gene-MT_RS00265;Name=MT_RS00265;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00265;old_locus_tag=MT0055
CDC1551,NC_002755.2,Protein Homology,CDS,52754,53188,435,+,,0,cds-WP_003899789.1,WP_003899789.1,DUF5318 family protein,MT_RS00265,protein_coding,ID=cds-WP_003899789.1;Parent=gene-MT_RS00265;Dbxref=GenBank:WP_003899789.1;Name=WP_003899789.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012392073.1;locus_tag=MT_RS00265;product=DUF5318 family protein;protein_id=WP_003899789.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,53181,55643,2463,+,,,gene-MT_RS00270,ponA1,,MT_RS00270,protein_coding,ID=gene-MT_RS00270;Name=ponA1;gbkey=Gene;gene=ponA1;gene_biotype=protein_coding;locus_tag=MT_RS00270;old_locus_tag=MT0056
CDC1551,NC_002755.2,Protein Homology,CDS,53181,55643,2463,+,,0,cds-WP_010924179.1,WP_010924179.1,transglycosylase/D%2CD-transpeptidase PonA1,MT_RS00270,protein_coding,ID=cds-WP_010924179.1;Parent=gene-MT_RS00270;Dbxref=GenBank:WP_010924179.1;Name=WP_010924179.1;gbkey=CDS;gene=ponA1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003899790.1;locus_tag=MT_RS00270;product=transglycosylase/D%2CD-transpeptidase PonA1;protein_id=WP_010924179.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,55640,57322,1683,+,,,gene-MT_RS00275,MT_RS00275,,MT_RS00275,protein_coding,ID=gene-MT_RS00275;Name=MT_RS00275;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00275;old_locus_tag=MT0057
CDC1551,NC_002755.2,Protein Homology,CDS,55640,57322,1683,+,,0,cds-WP_003400514.1,WP_003400514.1,glycosyltransferase family 87 protein,MT_RS00275,protein_coding,ID=cds-WP_003400514.1;Parent=gene-MT_RS00275;Dbxref=GenBank:WP_003400514.1;Name=WP_003400514.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214565.1;locus_tag=MT_RS00275;product=glycosyltransferase family 87 protein;protein_id=WP_003400514.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,57279,57917,639,+,,,gene-MT_RS00280,MT_RS00280,,MT_RS00280,protein_coding,ID=gene-MT_RS00280;Name=MT_RS00280;gbkey=Gene;gene_biotype=protein_coding;locus_tag=MT_RS00280;old_locus_tag=MT0058
CDC1551,NC_002755.2,Protein Homology,CDS,57279,57917,639,+,,0,cds-WP_003899791.1,WP_003899791.1,DJ-1/PfpI family protein,MT_RS00280,protein_coding,ID=cds-WP_003899791.1;Parent=gene-MT_RS00280;Dbxref=GenBank:WP_003899791.1;Name=WP_003899791.1;Ontology_term=GO:0016829;gbkey=CDS;go_function=lyase activity|0016829||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003912418.1;locus_tag=MT_RS00280;product=DJ-1/PfpI family protein;protein_id=WP_003899791.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,58136,58426,291,+,,,gene-MT_RS00285,rpsF,,MT_RS00285,protein_coding,ID=gene-MT_RS00285;Name=rpsF;gbkey=Gene;gene=rpsF;gene_biotype=protein_coding;locus_tag=MT_RS00285;old_locus_tag=MT0059
CDC1551,NC_002755.2,Protein Homology,CDS,58136,58426,291,+,,0,cds-WP_003400520.1,WP_003400520.1,30S ribosomal protein S6,MT_RS00285,protein_coding,"ID=cds-WP_003400520.1;Parent=gene-MT_RS00285;Dbxref=GenBank:WP_003400520.1;Name=WP_003400520.1;Ontology_term=GO:0006412,GO:0003735,GO:0000314,GO:0022627;gbkey=CDS;gene=rpsF;go_component=organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214567.1;locus_tag=MT_RS00285;product=30S ribosomal protein S6;protein_id=WP_003400520.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,58530,59024,495,+,,,gene-MT_RS00290,ssb,,MT_RS00290,protein_coding,ID=gene-MT_RS00290;Name=ssb;gbkey=Gene;gene=ssb;gene_biotype=protein_coding;locus_tag=MT_RS00290;old_locus_tag=MT0060
CDC1551,NC_002755.2,Protein Homology,CDS,58530,59024,495,+,,0,cds-WP_003400534.1,WP_003400534.1,single-stranded DNA-binding protein,MT_RS00290,protein_coding,ID=cds-WP_003400534.1;Parent=gene-MT_RS00290;Dbxref=GenBank:WP_003400534.1;Name=WP_003400534.1;gbkey=CDS;gene=ssb;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214568.1;locus_tag=MT_RS00290;product=single-stranded DNA-binding protein;protein_id=WP_003400534.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,59066,59320,255,+,,,gene-MT_RS00295,rpsR,,MT_RS00295,protein_coding,ID=gene-MT_RS00295;Name=rpsR;gbkey=Gene;gene=rpsR;gene_biotype=protein_coding;locus_tag=MT_RS00295;old_locus_tag=MT0061
CDC1551,NC_002755.2,Protein Homology,CDS,59066,59320,255,+,,0,cds-WP_003400540.1,WP_003400540.1,30S ribosomal protein S18,MT_RS00295,protein_coding,"ID=cds-WP_003400540.1;Parent=gene-MT_RS00295;Dbxref=GenBank:WP_003400540.1;Name=WP_003400540.1;Ontology_term=GO:0006412,GO:0003735,GO:0000314,GO:0022627;gbkey=CDS;gene=rpsR;go_component=organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003874730.1;locus_tag=MT_RS00295;product=30S ribosomal protein S18;protein_id=WP_003400540.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,59353,59811,459,+,,,gene-MT_RS00300,rplI,,MT_RS00300,protein_coding,ID=gene-MT_RS00300;Name=rplI;gbkey=Gene;gene=rplI;gene_biotype=protein_coding;locus_tag=MT_RS00300;old_locus_tag=MT0062
CDC1551,NC_002755.2,Protein Homology,CDS,59353,59811,459,+,,0,cds-WP_003400543.1,WP_003400543.1,50S ribosomal protein L9,MT_RS00300,protein_coding,"ID=cds-WP_003400543.1;Parent=gene-MT_RS00300;Dbxref=GenBank:WP_003400543.1;Name=WP_003400543.1;Ontology_term=GO:0006412,GO:0003735,GO:0005840;gbkey=CDS;gene=rplI;go_component=ribosome|0005840||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214570.1;locus_tag=MT_RS00300;product=50S ribosomal protein L9;protein_id=WP_003400543.1;transl_table=11"
CDC1551,NC_002755.2,RefSeq,gene,60340,62964,2625,+,,,gene-MT_RS00310,dnaB,,MT_RS00310,protein_coding,ID=gene-MT_RS00310;Name=dnaB;gbkey=Gene;gene=dnaB;gene_biotype=protein_coding;locus_tag=MT_RS00310;old_locus_tag=MT0064
CDC1551,NC_002755.2,Protein Homology,CDS,60340,62964,2625,+,,0,cds-WP_003400547.1,WP_003400547.1,replicative DNA helicase,MT_RS00310,protein_coding,ID=cds-WP_003400547.1;Parent=gene-MT_RS00310;Dbxref=GenBank:WP_003400547.1;Name=WP_003400547.1;gbkey=CDS;gene=dnaB;inference=COORDINATES: similar to AA sequence:RefSeq:NP_214572.1;locus_tag=MT_RS00310;product=replicative DNA helicase;protein_id=WP_003400547.1;transl_table=11
CDC1551,NC_002755.2,RefSeq,gene,63144,63836,693,+,,,gene-MT_RS00315,darT,,MT_RS00315,protein_coding,ID=gene-MT_RS00315;Name=darT;gbkey=Gene;gene=darT;gene_biotype=protein_coding;locus_tag=MT_RS00315;old_locus_tag=MT0065
