strain,seqid,source,type,start,end,length,strand,score,phase,gene_id,name,product,locus_tag,gene_biotype,attributes
H37Rv,NC_000962.3,RefSeq,CDS,32057,33154,1098,+,,0,cds-NP_214543.1,NP_214543.1,hypothetical protein,Rv0029,protein_coding,"ID=cds-NP_214543.1;Parent=gene-Rv0029;Dbxref=GenBank:NP_214543.1,GeneID:887053;Name=NP_214543.1;experiment=EXISTENCE:Mass spectrometry[PMID:15525680];gbkey=CDS;locus_tag=Rv0029;product=hypothetical protein;protein_id=NP_214543.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,33224,33553,330,+,,,gene-Rv0030,Rv0030,,Rv0030,protein_coding,ID=gene-Rv0030;Dbxref=GeneID:887051;Name=Rv0030;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0030
H37Rv,NC_000962.3,RefSeq,CDS,33224,33553,330,+,,0,cds-NP_214544.1,NP_214544.1,hypothetical protein,Rv0030,protein_coding,"ID=cds-NP_214544.1;Parent=gene-Rv0030;Dbxref=GenBank:NP_214544.1,GeneID:887051;Name=NP_214544.1;gbkey=CDS;locus_tag=Rv0030;product=hypothetical protein;protein_id=NP_214544.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,34295,36610,2316,+,,,gene-Rv0032,bioF2,,Rv0032,protein_coding,ID=gene-Rv0032;Dbxref=GeneID:887050;Name=bioF2;gbkey=Gene;gene=bioF2;gene_biotype=protein_coding;locus_tag=Rv0032
H37Rv,NC_000962.3,RefSeq,CDS,34295,36610,2316,+,,0,cds-NP_214546.1,NP_214546.1,8-amino-7-oxononanoate synthase,Rv0032,protein_coding,"ID=cds-NP_214546.1;Parent=gene-Rv0032;Dbxref=GenBank:NP_214546.1,GeneID:887050;Name=NP_214546.1;experiment=EXISTENCE:Mass spectrometry[PMID:15525680],EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;gene=bioF2;inference=protein motif:PROSITE:PS00599;locus_tag=Rv0032;product=8-amino-7-oxononanoate synthase;protein_id=NP_214546.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,36607,36870,264,+,,,gene-Rv0033,acpA,,Rv0033,protein_coding,ID=gene-Rv0033;Dbxref=GeneID:887052;Name=acpA;gbkey=Gene;gene=acpA;gene_biotype=protein_coding;gene_synonym=acpP;locus_tag=Rv0033
H37Rv,NC_000962.3,RefSeq,CDS,36607,36870,264,+,,0,cds-NP_214547.1,NP_214547.1,acyl carrier protein AcpA,Rv0033,protein_coding,"ID=cds-NP_214547.1;Parent=gene-Rv0033;Dbxref=GenBank:NP_214547.1,GeneID:887052;Name=NP_214547.1;gbkey=CDS;gene=acpA;locus_tag=Rv0033;product=acyl carrier protein AcpA;protein_id=NP_214547.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,36867,37262,396,+,,,gene-Rv0034,Rv0034,,Rv0034,protein_coding,ID=gene-Rv0034;Dbxref=GeneID:887046;Name=Rv0034;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0034
H37Rv,NC_000962.3,RefSeq,CDS,36867,37262,396,+,,0,cds-NP_214548.1,NP_214548.1,hypothetical protein,Rv0034,protein_coding,"ID=cds-NP_214548.1;Parent=gene-Rv0034;Dbxref=GenBank:NP_214548.1,GeneID:887046;Name=NP_214548.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0034;product=hypothetical protein;protein_id=NP_214548.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,37259,38947,1689,+,,,gene-Rv0035,fadD34,,Rv0035,protein_coding,ID=gene-Rv0035;Dbxref=GeneID:887048;Name=fadD34;gbkey=Gene;gene=fadD34;gene_biotype=protein_coding;locus_tag=Rv0035
H37Rv,NC_000962.3,RefSeq,CDS,37259,38947,1689,+,,0,cds-YP_177686.1,YP_177686.1,fatty-acid--CoA ligase FadD34,Rv0035,protein_coding,"ID=cds-YP_177686.1;Parent=gene-Rv0035;Dbxref=GenBank:YP_177686.1,GeneID:887048;Name=YP_177686.1;gbkey=CDS;gene=fadD34;locus_tag=Rv0035;product=fatty-acid--CoA ligase FadD34;protein_id=YP_177686.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,39056,39829,774,-,,,gene-Rv0036c,Rv0036c,,Rv0036c,protein_coding,ID=gene-Rv0036c;Dbxref=GeneID:887043;Name=Rv0036c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0036c
H37Rv,NC_000962.3,RefSeq,CDS,39056,39829,774,-,,0,cds-NP_214550.1,NP_214550.1,hypothetical protein,Rv0036c,protein_coding,"ID=cds-NP_214550.1;Parent=gene-Rv0036c;Dbxref=GenBank:NP_214550.1,GeneID:887043;Name=NP_214550.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0036c;product=hypothetical protein;protein_id=NP_214550.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,39877,41202,1326,-,,,gene-Rv0037c,Rv0037c,,Rv0037c,protein_coding,ID=gene-Rv0037c;Dbxref=GeneID:887042;Name=Rv0037c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0037c
H37Rv,NC_000962.3,RefSeq,CDS,39877,41202,1326,-,,0,cds-NP_214551.1,NP_214551.1,MFS-type transporter,Rv0037c,protein_coding,"ID=cds-NP_214551.1;Parent=gene-Rv0037c;Dbxref=GenBank:NP_214551.1,GeneID:887042;Name=NP_214551.1;Note=member of major facilitator superfamily (MFS) possibly involved in transport of macrolide%3B integral membrane protein;experiment=DESCRIPTION:Mass spectrometry[PMID:21920479],EXISTENCE:Mass spectrometry[PMID:20429878];gbkey=CDS;locus_tag=Rv0037c;product=MFS-type transporter;protein_id=NP_214551.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,41304,41912,609,+,,,gene-Rv0038,Rv0038,,Rv0038,protein_coding,ID=gene-Rv0038;Dbxref=GeneID:887045;Name=Rv0038;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0038
H37Rv,NC_000962.3,RefSeq,CDS,41304,41912,609,+,,0,cds-NP_214552.1,NP_214552.1,hypothetical protein,Rv0038,protein_coding,"ID=cds-NP_214552.1;Parent=gene-Rv0038;Dbxref=GenBank:NP_214552.1,GeneID:887045;Name=NP_214552.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0038;product=hypothetical protein;protein_id=NP_214552.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,42004,42351,348,-,,,gene-Rv0039c,Rv0039c,,Rv0039c,protein_coding,ID=gene-Rv0039c;Dbxref=GeneID:887038;Name=Rv0039c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0039c
H37Rv,NC_000962.3,RefSeq,CDS,42004,42351,348,-,,0,cds-NP_214553.1,NP_214553.1,transmembrane protein,Rv0039c,protein_coding,"ID=cds-NP_214553.1;Parent=gene-Rv0039c;Dbxref=GenBank:NP_214553.1,GeneID:887038;Name=NP_214553.1;Note=A core mycobacterial gene%3B conserved in mycobacterial strains (See Marmiesse et al.%2C 2004 PMID:14766927).;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;locus_tag=Rv0039c;product=transmembrane protein;protein_id=NP_214553.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,42433,43365,933,-,,,gene-Rv0040c,mtc28,,Rv0040c,protein_coding,ID=gene-Rv0040c;Dbxref=GeneID:887037;Name=mtc28;gbkey=Gene;gene=mtc28;gene_biotype=protein_coding;locus_tag=Rv0040c
H37Rv,NC_000962.3,RefSeq,CDS,42433,43365,933,-,,0,cds-NP_214554.2,NP_214554.2,hypothetical protein,Rv0040c,protein_coding,"ID=cds-NP_214554.2;Parent=gene-Rv0040c;Dbxref=GenBank:NP_214554.2,GeneID:887037;Name=NP_214554.2;Note=A core mycobacterial gene%3B conserved in mycobacterial strains (See Marmiesse et al.%2C 2004 PMID:14766927)%3B secreted antigen;experiment=EXISTENCE:Mass spectrometry[PMID:17443846],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=mtc28;locus_tag=Rv0040c;product=hypothetical protein;protein_id=NP_214554.2;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,43562,46471,2910,+,,,gene-Rv0041,leuS,,Rv0041,protein_coding,ID=gene-Rv0041;Dbxref=GeneID:887040;Name=leuS;gbkey=Gene;gene=leuS;gene_biotype=protein_coding;locus_tag=Rv0041
H37Rv,NC_000962.3,RefSeq,CDS,43562,46471,2910,+,,0,cds-NP_214555.1,NP_214555.1,leucine--tRNA ligase,Rv0041,protein_coding,"ID=cds-NP_214555.1;Parent=gene-Rv0041;Dbxref=GenBank:NP_214555.1,GeneID:887040;Name=NP_214555.1;Note=leucyl-tRNA synthetase LeuS%3B Aminoacyl-transfer RNA synthetases class-I signature. Belongs to class-I aminoacyl-tRNA synthetase family.;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:15525680],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=leuS;inference=protein motif:PROSITE:PS00178;locus_tag=Rv0041;product=leucine--tRNA ligase;protein_id=NP_214555.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,46581,47207,627,-,,,gene-Rv0042c,Rv0042c,,Rv0042c,protein_coding,ID=gene-Rv0042c;Dbxref=GeneID:887034;Name=Rv0042c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0042c
H37Rv,NC_000962.3,RefSeq,CDS,46581,47207,627,-,,0,cds-NP_214556.1,NP_214556.1,transcriptional regulator,Rv0042c,protein_coding,"ID=cds-NP_214556.1;Parent=gene-Rv0042c;Dbxref=GenBank:NP_214556.1,GeneID:887034;Name=NP_214556.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0042c;product=transcriptional regulator;protein_id=NP_214556.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,47366,48100,735,-,,,gene-Rv0043c,Rv0043c,,Rv0043c,protein_coding,ID=gene-Rv0043c;Dbxref=GeneID:887032;Name=Rv0043c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0043c
H37Rv,NC_000962.3,RefSeq,CDS,47366,48100,735,-,,0,cds-NP_214557.1,NP_214557.1,HTH-type transcriptional regulator,Rv0043c,protein_coding,"ID=cds-NP_214557.1;Parent=gene-Rv0043c;Dbxref=GenBank:NP_214557.1,GeneID:887032;Name=NP_214557.1;gbkey=CDS;locus_tag=Rv0043c;product=HTH-type transcriptional regulator;protein_id=NP_214557.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,48233,49027,795,-,,,gene-Rv0044c,Rv0044c,,Rv0044c,protein_coding,ID=gene-Rv0044c;Dbxref=GeneID:887030;Name=Rv0044c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0044c
H37Rv,NC_000962.3,RefSeq,CDS,48233,49027,795,-,,0,cds-NP_214558.1,NP_214558.1,oxidoreductase,Rv0044c,protein_coding,"ID=cds-NP_214558.1;Parent=gene-Rv0044c;Dbxref=GenBank:NP_214558.1,GeneID:887030;Name=NP_214558.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0044c;product=oxidoreductase;protein_id=NP_214558.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,49043,49939,897,-,,,gene-Rv0045c,Rv0045c,,Rv0045c,protein_coding,ID=gene-Rv0045c;Dbxref=GeneID:887029;Name=Rv0045c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0045c
H37Rv,NC_000962.3,RefSeq,CDS,49043,49939,897,-,,0,cds-NP_214559.1,NP_214559.1,hydrolase,Rv0045c,protein_coding,"ID=cds-NP_214559.1;Parent=gene-Rv0045c;Dbxref=GenBank:NP_214559.1,GeneID:887029;Name=NP_214559.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0045c;product=hydrolase;protein_id=NP_214559.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,50021,51124,1104,-,,,gene-Rv0046c,ino1,,Rv0046c,protein_coding,ID=gene-Rv0046c;Dbxref=GeneID:887028;Name=ino1;gbkey=Gene;gene=ino1;gene_biotype=protein_coding;gene_synonym=tbINO;locus_tag=Rv0046c
H37Rv,NC_000962.3,RefSeq,CDS,50021,51124,1104,-,,0,cds-NP_214560.1,NP_214560.1,inositol-3-phosphate synthase,Rv0046c,protein_coding,"ID=cds-NP_214560.1;Parent=gene-Rv0046c;Dbxref=GenBank:NP_214560.1,GeneID:887028;Name=NP_214560.1;Note=Myo-inositol 1-phosphate synthase (MI-1-P synthase) (MIP synthase);experiment=COORDINATES:Mass spectrometry[PMID:21969609],DESCRIPTION:Gene expression[PMID:10448034],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=ino1;locus_tag=Rv0046c;product=inositol-3-phosphate synthase;protein_id=NP_214560.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,51185,51727,543,-,,,gene-Rv0047c,Rv0047c,,Rv0047c,protein_coding,ID=gene-Rv0047c;Dbxref=GeneID:887031;Name=Rv0047c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0047c
H37Rv,NC_000962.3,RefSeq,CDS,51185,51727,543,-,,0,cds-NP_214561.1,NP_214561.1,hypothetical protein,Rv0047c,protein_coding,"ID=cds-NP_214561.1;Parent=gene-Rv0047c;Dbxref=GenBank:NP_214561.1,GeneID:887031;Name=NP_214561.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0047c;product=hypothetical protein;protein_id=NP_214561.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,51828,52697,870,-,,,gene-Rv0048c,Rv0048c,,Rv0048c,protein_coding,ID=gene-Rv0048c;Dbxref=GeneID:887027;Name=Rv0048c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0048c
H37Rv,NC_000962.3,RefSeq,CDS,51828,52697,870,-,,0,cds-NP_214562.1,NP_214562.1,membrane protein,Rv0048c,protein_coding,"ID=cds-NP_214562.1;Parent=gene-Rv0048c;Dbxref=GenBank:NP_214562.1,GeneID:887027;Name=NP_214562.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0048c;product=membrane protein;protein_id=NP_214562.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,52831,53244,414,+,,,gene-Rv0049,Rv0049,,Rv0049,protein_coding,ID=gene-Rv0049;Dbxref=GeneID:887024;Name=Rv0049;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0049
H37Rv,NC_000962.3,RefSeq,CDS,52831,53244,414,+,,0,cds-NP_214563.1,NP_214563.1,hypothetical protein,Rv0049,protein_coding,"ID=cds-NP_214563.1;Parent=gene-Rv0049;Dbxref=GenBank:NP_214563.1,GeneID:887024;Name=NP_214563.1;Note=A core mycobacterial gene%3B conserved in mycobacterial strains (See Marmiesse et al.%2C 2004 PMID:14766927).;gbkey=CDS;locus_tag=Rv0049;product=hypothetical protein;protein_id=NP_214563.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,53663,55699,2037,+,,,gene-Rv0050,ponA1,,Rv0050,protein_coding,ID=gene-Rv0050;Dbxref=GeneID:887065;Name=ponA1;gbkey=Gene;gene=ponA1;gene_biotype=protein_coding;locus_tag=Rv0050
H37Rv,NC_000962.3,RefSeq,CDS,53663,55699,2037,+,,0,cds-YP_177687.1,YP_177687.1,bifunctional penicillin-insensitive transglycosylase/penicillin-sensitive transpeptidase,Rv0050,protein_coding,"ID=cds-YP_177687.1;Parent=gene-Rv0050;Dbxref=GenBank:YP_177687.1,GeneID:887065;Name=YP_177687.1;Note=penicillin-binding protein (class A)%2C bienzymatic protein with transglycosylase and transpeptidase activities;experiment=DESCRIPTION:Gene expression%2C protein purification and characterization[PMID:11802794],DESCRIPTION:Protein expression and characterization[PMID:20686708],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=ponA1;locus_tag=Rv0050;product=bifunctional penicillin-insensitive transglycosylase/penicillin-sensitive transpeptidase;protein_id=YP_177687.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,55696,57378,1683,+,,,gene-Rv0051,Rv0051,,Rv0051,protein_coding,ID=gene-Rv0051;Dbxref=GeneID:887018;Name=Rv0051;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0051
H37Rv,NC_000962.3,RefSeq,CDS,55696,57378,1683,+,,0,cds-NP_214565.1,NP_214565.1,transmembrane protein,Rv0051,protein_coding,"ID=cds-NP_214565.1;Parent=gene-Rv0051;Dbxref=GenBank:NP_214565.1,GeneID:887018;Name=NP_214565.1;gbkey=CDS;locus_tag=Rv0051;product=transmembrane protein;protein_id=NP_214565.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,57410,57973,564,+,,,gene-Rv0052,Rv0052,,Rv0052,protein_coding,ID=gene-Rv0052;Dbxref=GeneID:887015;Name=Rv0052;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0052
H37Rv,NC_000962.3,RefSeq,CDS,57410,57973,564,+,,0,cds-NP_214566.3,NP_214566.3,hypothetical protein,Rv0052,protein_coding,"ID=cds-NP_214566.3;Parent=gene-Rv0052;Dbxref=GenBank:NP_214566.3,GeneID:887015;Name=NP_214566.3;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0052;product=hypothetical protein;protein_id=NP_214566.3;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,58192,58482,291,+,,,gene-Rv0053,rpsF,,Rv0053,protein_coding,ID=gene-Rv0053;Dbxref=GeneID:887020;Name=rpsF;gbkey=Gene;gene=rpsF;gene_biotype=protein_coding;locus_tag=Rv0053
H37Rv,NC_000962.3,RefSeq,CDS,58192,58482,291,+,,0,cds-NP_214567.1,NP_214567.1,30S ribosomal protein S6,Rv0053,protein_coding,"ID=cds-NP_214567.1;Parent=gene-Rv0053;Dbxref=GenBank:NP_214567.1,GeneID:887020;Name=NP_214567.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=rpsF;inference=protein motif:PROSITE:PS01048;locus_tag=Rv0053;product=30S ribosomal protein S6;protein_id=NP_214567.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,58586,59080,495,+,,,gene-Rv0054,ssb,,Rv0054,protein_coding,ID=gene-Rv0054;Dbxref=GeneID:887013;Name=ssb;gbkey=Gene;gene=ssb;gene_biotype=protein_coding;locus_tag=Rv0054
H37Rv,NC_000962.3,RefSeq,CDS,58586,59080,495,+,,0,cds-NP_214568.1,NP_214568.1,single-strand DNA-binding protein,Rv0054,protein_coding,"ID=cds-NP_214568.1;Parent=gene-Rv0054;Dbxref=GenBank:NP_214568.1,GeneID:887013;Name=NP_214568.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],DESCRIPTION:Protein purification and characterization[PMID:10491108],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=ssb;locus_tag=Rv0054;product=single-strand DNA-binding protein;protein_id=NP_214568.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,59122,59376,255,+,,,gene-Rv0055,rpsR1,,Rv0055,protein_coding,ID=gene-Rv0055;Dbxref=GeneID:887022;Name=rpsR1;gbkey=Gene;gene=rpsR1;gene_biotype=protein_coding;gene_synonym=rpsR;locus_tag=Rv0055
H37Rv,NC_000962.3,RefSeq,CDS,59122,59376,255,+,,0,cds-YP_177688.1,YP_177688.1,30S ribosomal protein S18,Rv0055,protein_coding,"ID=cds-YP_177688.1;Parent=gene-Rv0055;Dbxref=GenBank:YP_177688.1,GeneID:887022;Name=YP_177688.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=rpsR1;locus_tag=Rv0055;product=30S ribosomal protein S18;protein_id=YP_177688.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,59409,59867,459,+,,,gene-Rv0056,rplI,,Rv0056,protein_coding,ID=gene-Rv0056;Dbxref=GeneID:887010;Name=rplI;gbkey=Gene;gene=rplI;gene_biotype=protein_coding;locus_tag=Rv0056
H37Rv,NC_000962.3,RefSeq,CDS,59409,59867,459,+,,0,cds-NP_214570.1,NP_214570.1,50S ribosomal protein L9,Rv0056,protein_coding,"ID=cds-NP_214570.1;Parent=gene-Rv0056;Dbxref=GenBank:NP_214570.1,GeneID:887010;Name=NP_214570.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=rplI;inference=protein motif:PROSITE:PS00651;locus_tag=Rv0056;product=50S ribosomal protein L9;protein_id=NP_214570.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,59896,60417,522,+,,,gene-Rv0057,Rv0057,,Rv0057,protein_coding,ID=gene-Rv0057;Dbxref=GeneID:887008;Name=Rv0057;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0057
H37Rv,NC_000962.3,RefSeq,CDS,59896,60417,522,+,,0,cds-NP_214571.1,NP_214571.1,hypothetical protein,Rv0057,protein_coding,"ID=cds-NP_214571.1;Parent=gene-Rv0057;Dbxref=GenBank:NP_214571.1,GeneID:887008;Name=NP_214571.1;gbkey=CDS;locus_tag=Rv0057;product=hypothetical protein;protein_id=NP_214571.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,60396,63020,2625,+,,,gene-Rv0058,dnaB,,Rv0058,protein_coding,ID=gene-Rv0058;Dbxref=GeneID:887009;Name=dnaB;gbkey=Gene;gene=dnaB;gene_biotype=protein_coding;locus_tag=Rv0058
H37Rv,NC_000962.3,RefSeq,CDS,60396,63020,2625,+,,0,cds-NP_214572.1,NP_214572.1,replicative DNA helicase,Rv0058,protein_coding,"ID=cds-NP_214572.1;Parent=gene-Rv0058;Dbxref=GenBank:NP_214572.1,GeneID:887009;Name=NP_214572.1;Note=Contains an intein (position 61630..62838). This protein undergoes a protein self splicing that involves a post-translational excision of the intervening region (intein) followed by peptide ligation. In the intein section%3B belongs to the homing endonuclease family.;experiment=EXISTENCE:Mass spectrometry[PMID:15525680];gbkey=CDS;gene=dnaB;inference=protein motif:PROSITE:PS00017;locus_tag=Rv0058;product=replicative DNA helicase;protein_id=NP_214572.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,63200,63892,693,+,,,gene-Rv0059,Rv0059,,Rv0059,protein_coding,ID=gene-Rv0059;Dbxref=GeneID:887006;Name=Rv0059;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0059
H37Rv,NC_000962.3,RefSeq,CDS,63200,63892,693,+,,0,cds-NP_214573.1,NP_214573.1,hypothetical protein,Rv0059,protein_coding,"ID=cds-NP_214573.1;Parent=gene-Rv0059;Dbxref=GenBank:NP_214573.1,GeneID:887006;Name=NP_214573.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0059;product=hypothetical protein;protein_id=NP_214573.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,63909,64967,1059,+,,,gene-Rv0060,Rv0060,,Rv0060,protein_coding,ID=gene-Rv0060;Dbxref=GeneID:887004;Name=Rv0060;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0060
H37Rv,NC_000962.3,RefSeq,CDS,63909,64967,1059,+,,0,cds-NP_214574.1,NP_214574.1,hypothetical protein,Rv0060,protein_coding,"ID=cds-NP_214574.1;Parent=gene-Rv0060;Dbxref=GenBank:NP_214574.1,GeneID:887004;Name=NP_214574.1;experiment=EXISTENCE:Mass spectrometry[PMID:15525680],EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;locus_tag=Rv0060;product=hypothetical protein;protein_id=NP_214574.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,65012,65350,339,-,,,gene-Rv0061c,Rv0061c,,Rv0061c,protein_coding,ID=gene-Rv0061c;Dbxref=GeneID:14515843;Name=Rv0061c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0061c
H37Rv,NC_000962.3,RefSeq,CDS,65012,65350,339,-,,0,cds-YP_007408697.1,YP_007408697.1,hypothetical protein,Rv0061c,protein_coding,"ID=cds-YP_007408697.1;Parent=gene-Rv0061c;Dbxref=GenBank:YP_007408697.1,GeneID:14515843;Name=YP_007408697.1;gbkey=CDS;locus_tag=Rv0061c;product=hypothetical protein;protein_id=YP_007408697.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,65552,66694,1143,+,,,gene-Rv0062,celA1,,Rv0062,protein_coding,"ID=gene-Rv0062;Dbxref=GeneID:887007;Name=celA1;gbkey=Gene;gene=celA1;gene_biotype=protein_coding;gene_synonym=cel6,celA;locus_tag=Rv0062"
H37Rv,NC_000962.3,RefSeq,CDS,65552,66694,1143,+,,0,cds-YP_177689.1,YP_177689.1,cellulase CelA,Rv0062,protein_coding,"ID=cds-YP_177689.1;Parent=gene-Rv0062;Dbxref=GenBank:YP_177689.1,GeneID:887007;Name=YP_177689.1;Note=belongs to cellulase family B (family 6 of glycosyl hydrolases);experiment=EXISTENCE:Mass spectrometry[PMID:17443846],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=celA1;locus_tag=Rv0062;product=cellulase CelA;protein_id=YP_177689.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,66923,68362,1440,+,,,gene-Rv0063,Rv0063,,Rv0063,protein_coding,ID=gene-Rv0063;Dbxref=GeneID:886999;Name=Rv0063;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0063
H37Rv,NC_000962.3,RefSeq,CDS,66923,68362,1440,+,,0,cds-NP_214577.1,NP_214577.1,oxidoreductase,Rv0063,protein_coding,"ID=cds-NP_214577.1;Parent=gene-Rv0063;Dbxref=GenBank:NP_214577.1,GeneID:886999;Name=NP_214577.1;experiment=EXISTENCE:Mass spectrometry[PMID:17443846],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;inference=protein motif:PROSITE:PS00862;locus_tag=Rv0063;product=oxidoreductase;protein_id=NP_214577.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,68418,68579,162,+,,,gene-Rv0063a,Rv0063a,,Rv0063a,protein_coding,ID=gene-Rv0063a;Dbxref=GeneID:19394667;Name=Rv0063a;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0063a
H37Rv,NC_000962.3,RefSeq,CDS,68418,68579,162,+,,0,cds-YP_009030026.1,YP_009030026.1,hypothetical protein,Rv0063a,protein_coding,"ID=cds-YP_009030026.1;Parent=gene-Rv0063a;Dbxref=GenBank:YP_009030026.1,GeneID:19394667;Name=YP_009030026.1;gbkey=CDS;locus_tag=Rv0063a;product=hypothetical protein;protein_id=YP_009030026.1;transl_table=11"
